RecipeDB Ingredient,Sueatable Ingredient,Similarity,CF
sugar strawberry preserve,STRAWBERRY JUICE,0.89155424,2.68
mini wheat cereal biscuit,CORNFLAKES CEREAL,0.9249308,2.64
green fruit leather,GREEN BEAN,0.8565132,0.73
lacinato,TANGERIN,0.8644084,0.38
matzah,HAKE,0.8502883,10.12
kosher red wine,WINE RED,0.84673345,1.02
kosher chocolate wafer,CHOCOLATE CREAM COOKY,0.84680355,1.69
grain flatbread,WHEAT PLAIN FLOUR,0.83157593,0.61
chocolate filling,CHOCOLATE,0.96563953,6.6
streusel,HAKE,0.8395286,10.12
pkg vanilla pudding mix,CHOCOLATE CREAM COOKY,0.85001683,1.69
fillet trout,TROUT,0.9526852,3.65
apple cider concentrate,APPLE JUICE,0.91239274,2.84
spread vanilla frosting,HAZELNUT CREAM,0.811718,2.71
greek olive oil,OLIVE OIL,0.85936415,3.84
deli chicken breast,CHICKEN WITH BONE,0.87680787,3.25
flavor jimmy dean pork sausage,PORK SAUSAGE,0.9122375,17.94
adobo seasoning cumin,RADISH,0.8246892,0.15
head green leaf lettuce,GREEN BEAN,0.837641,0.73
fudge stripe cooky,OAT MEAL,0.8109597,1.13
milk chocolate candy kiss,MILK CHOCOLATE,0.8963734,3.6
pork cube steak,PORK WITH BONE,0.8658439,3.5
jalapeno bacon,BACON,0.8380307,4.03
bulk pork sausage sage,PORK SAUSAGE,0.92899,17.94
strawberry lengthwise,STRAWBERRY,0.9190632,0.68
dill pickle chip,YOGURT FLAVOUR,0.821715,2.81
giblet,HAKE,0.901613,10.12
bread loaf,BREAD WHOLE,0.8914286,0.78
slaw,MUSSEL,0.82328045,0.94
lime dressing,LIME,0.93883145,0.22
peanut vegetable oil,PEANUT OIL,0.8651962,2.9
garlic herb marinade,GARLIC,0.8672783,0.67
berry fruit juice,PEAR JUICE,0.8479115,0.49
sugar organic apple juice,STRAWBERRY JUICE,0.8303893,2.68
tomato paste garlic,TOMATO CHOP,0.85813135,1.41
blintz,MILLET,0.8484566,0.86
parmesan asiago cheese,CHEESE SEMIHARD,0.87920856,8.65
farfel,GHERKIN,0.8495987,0.23
apricot spreadable fruit,APRICOT,0.84837687,0.36
chicken ham stock,CHICKEN WITH BONE,0.86364806,3.25
rack beef back rib,BEEF WITH BONE,0.8716613,19.54
artichoke heart out,ARTICHOKE,0.88200366,0.33
center pork roast,PORK SAUSAGE,0.87669617,17.94
beer brown,BEER MODULAR CAN,0.8457567,0.54
peach daiquiri mix,PEACH,0.81639546,0.43
soy nut,SOY MEAL,0.89213973,0.62
blackberry juice,BLACKBERRY,0.8279739,0.42
bread butter type,BREAD WHOLE,0.85263926,0.78
garlic kielbasa,GARLIC,0.886899,0.67
pork stomach,PORK NECK,0.9664054,4.03
olive oil tuna,TUNA,0.82861745,4.68
irish cheddar cheese,CHEESE SEMIHARD,0.8281524,8.65
cheddar cheese curd,CHEESE SEMIHARD,0.89898556,8.65
block sharp cheddar cheese,CHEESE SEMIHARD,0.81240386,8.65
brine from olive,OLIVE,0.8684849,0.59
buttery cracker crumb,FLAVOR CRACKER,0.8502756,1.01
steak rib eye,BEEF WITH BONE,0.8503649,19.54
corn pea,CORN CAN,0.92294323,1.36
loin pork roast,PORK SAUSAGE,0.88847184,17.94
sherry lemon juice,CRANBERRY JUICE,0.81753623,2.88
romano green bean,GREEN BEAN,0.9614011,0.73
paella,QUINOA,0.8461985,0.96
head shrimp,SHRIMP,0.9477603,11.95
dill pickle relish juice,CRANBERRY JUICE,0.83640075,2.88
pack pumpkin puree,PUMPKIN,0.8307303,0.38
cheddar cheese rectangle,CHEESE SEMIHARD,0.88373417,8.65
bliss potato,SWEET POTATO,0.8280825,0.35
corn crosswise,CORN CAN,0.89206505,1.36
ham meat,PORK HAM,0.92544985,7.93
butternut extract,HAZELNUT CREAM,0.87193584,2.71
dole mango chunk,MANGO JUICE,0.9027171,2.96
chicken vegetable broth,CHICKEN WITH BONE,0.86132383,3.25
cream parsley,HAZELNUT CREAM,0.835364,2.71
canola oil olive,OLIVE OIL,0.9144525,3.84
liquid malt extract,YEAST LIQUID,0.8114602,0.5
ale yeast,YEAST COMPRESS,0.86542356,0.82
cracker barrel swiss au gratin cheese,CHEESE SEMIHARD,0.85299075,8.65
clementine orange,ORANGE,0.8591026,0.35
dandelion blossom,CAULIFLOWER,0.81643367,0.32
goat cheese crumbles,GOAT CHEESE,0.8302716,8.18
ghirardelli semi chocolate chip,HAZELNUT CHOCOLATE,0.8450927,3.43
ghirardelli milk chocolate chip,MILK CHOCOLATE,0.894078,3.6
pushcart onion,ONION,0.8212831,0.24
bran flake cereal,CORNFLAKES CEREAL,0.8826222,2.64
blueberry topping,BLUEBERRY,0.9626282,0.64
macque chou,CAMEMBERT,0.8426801,7.55
green onion portion,GREEN BEAN,0.8441348,0.73
snack mix,OAT MEAL,0.8155524,1.13
rib prime beef roast,BEEF WITH BONE,0.83931535,19.54
creamy vanilla spread frosting,CHOCOLATE CREAM COOKY,0.8316829,1.69
baguette loaf,BREAD MULTICEREAL,0.8212942,0.7
bean thread vermicelli noodle,MUNG BEAN FLOUR,0.8109131,1.49
strawberry pineapple salsa,STRAWBERRY JUICE,0.8494718,2.68
mango nectar orange juice,MANGO JUICE,0.8531912,2.96
potato layer,POTATO,0.9160819,0.25
poi,WHITING,0.83793044,2.66
orange pineapple juice,PINEAPPLE JUICE,0.90525556,2.78
papaya seed,CAULIFLOWER,0.821108,0.32
apple grape cherry juice,CRANBERRY JUICE,0.84589356,2.88
vanilla nonfat yogurt,YOGURT FLAVOUR,0.8659195,2.81
beef patty,BEEF WITH BONE,0.9003403,19.54
white chocolate coffee mix powder,CHOCOLATE CREAM COOKY,0.8107048,1.69
salmonberry,SALMON,0.8115192,3.8
u,EMMENTAL,0.85641116,8.2
spot prawn,PRAWN,0.9380994,11.95
king salmon fillet,SALMON,0.8289964,3.8
cream cheese filling,YOGURT WHITE,0.81664264,2.1
shank ham,PORK HAM,0.8479957,7.93
multigrain saltine cracker,WHOLEGRAIN CRACKER,0.90476286,0.99
sushi grade ahi tuna,TUNA IN CAN,0.82954156,2.0
bacon salt,BACON,0.9212321,4.03
pork cracklin,PORK HAM,0.8809191,7.93
plain crouton,PLAIN CRACKER,0.84108365,1.24
chambord,CAMEMBERT,0.82282245,7.55
jigger coconut rum,COCONUT MILK,0.82151943,0.41
jigger raspberry liqueur,CRANBERRY JUICE,0.87182987,2.88
clingstone peach,PEACH,0.9470222,0.43
shrimp chicken breast,CHICKEN WITH BONE,0.88965106,3.25
jambalaya rice mix,RICE MILK,0.8130689,0.8
chunk chicken breast,CHICKEN WITH BONE,0.89173037,3.25
egg mayonnaise,EGG PASTA,0.87857956,3.19
link pork sausage jalapeno pepper,PORK SAUSAGE,0.8590137,17.94
fine matzo meal,OAT MEAL,0.8122513,1.13
pipette pasta,PASTA,0.85490394,1.24
blueberries,BLUEBERRY,0.93803984,0.64
beef link sausage,BEEF WITH BONE,0.88159615,19.54
raspberry gelatin mix,CRANBERRY JUICE,0.9162276,2.88
chinese pork sausage,PORK SAUSAGE,0.8915363,17.94
flour bun,SORGHUM FLOUR,0.8556075,1.33
potato crust,POTATO,0.87089837,0.25
outer potato crust,POTATO,0.8324578,0.25
yogurt sauce,YOGURT FLAVOUR,0.9708587,2.81
jack cheese,CHEESE,0.8203304,11.87
sesame canola oil,SESAME SEED,0.88743347,0.88
white chocolate bar,CHOCOLATE CREAM COOKY,0.8133311,1.69
acai berry sorbet,CRANBERRY,0.84197587,0.9
tomato chile,TOMATO PUREE,0.8678146,1.17
colby jack cheddar cheese,CHEESE SEMIHARD,0.8859841,8.65
buttery potato,SWEET POTATO,0.8390163,0.35
corn grit,CORN CAN,0.9388149,1.36
fatty ham scrap,PORK HAM,0.82794297,7.93
sorghum syrup,SORGHUM FLOUR,0.9011202,1.33
ham meat from,PORK HAM,0.89647174,7.93
coconut frosting,COCONUT MILK,0.83458096,0.41
honeycrisp apple,APPLE JUICE,0.8840052,2.84
spiral veggie pasta,PASTA,0.8400982,1.24
louis pork rib,PORK HAM,0.88535595,7.93
head romaine lettuce lengthwise,LETTUCE,0.81398594,0.4
struffoli,GHERKIN,0.86176515,0.23
marzano tomato,TOMATO,0.91958666,0.48
tomato onion green pepper,TOMATO PEEL,0.820455,1.28
tomato marzano,TOMATO ARRABBIATA,0.9270209,1.26
head green,GREEN BEAN,0.8256177,0.73
spinach pasta dough,PASTA,0.8200636,1.24
twist lemon zest,LEMON,0.826753,0.22
cook vanilla pudding,CHOCOLATE CREAM COOKY,0.8333748,1.69
gianduja chocolate,CHOCOLATE,0.9175614,6.6
individual graham cracker,WHOLEGRAIN CRACKER,0.816448,0.99
fennel frond,FENNEL,0.8459345,0.48
semi white wine,WINE WHITE,0.8246178,0.74
anchovy green olive,GREEN BEAN,0.8530688,0.73
risotto,PECORINO,0.85531384,18.85
conchiglie pasta,PASTA,0.8834932,1.24
panna cottas,GRANA PADANO,0.86063385,14.27
berry sauce,CRANBERRY JUICE,0.84341633,2.88
amarettini cooky,COOKY,0.87947017,1.5
zest,HAKE,0.84513354,10.12
espresso ice cream,ICE CREAM,0.8745842,1.02
chocolate hazelnut gelato,HAZELNUT CHOCOLATE,0.9500696,3.43
fine chocolate,CHOCOLATE,0.9048028,6.6
cream layer,CREAM,0.9546443,5.34
chocolate milk powder,MILK CHOCOLATE,0.93603396,3.6
lardo,QUINOA,0.8384346,0.96
cheddar mozzarella cheese,CHEESE SEMIHARD,0.85194826,8.65
parmigiano reggiano cheese shaving,CHEESE SEMIHARD,0.81748015,8.65
dole broccoli floret,BROCCOLI,0.8315908,0.67
strawberry tomato,STRAWBERRY,0.86125153,0.68
pepperoni choice,ZUCCHINI,0.8272784,0.65
parmigiano cheese,CHEESE SEMIHARD,0.8184873,8.65
garlic parmesan cheese sauce,CHEESE SEMIHARD,0.8266346,8.65
foglie d'autumn pasta,PASTA,0.81407464,1.24
saturei,PLAICE,0.8279751,6.13
syrup fig,FIG JUICE,0.88757646,3.2
part milk ricotta cheese,CHEESE SEMIHARD,0.82531226,8.65
cheese alfredo sauce,CHEESE SEMIHARD,0.8471868,8.65
vidalia onion variety,ONION,0.81393135,0.24
tomato garlic polenta,TOMATO PUREE,0.86823934,1.17
eggplant crosswise,EGGPLANT,0.8509235,0.45
flat beer,YEAST DRY,0.8237823,3.29
bar dark chocolate,DARK CHOCOLATE,0.9311305,2.67
beef tenderloin carpaccio,BEEF WITH BONE,0.86509037,19.54
zucchini chunk,ZUCCHINI,0.9413631,0.65
watermelon syrup,WATERMELON,0.89662427,0.52
sardine olive oil,OLIVE OIL,0.8817591,3.84
mozzarella cheese balls,CHEESE SEMIHARD,0.8537694,8.65
queso blanco cheese,CHEESE SEMIHARD,0.82414913,8.65
up vegetable broccoli,BROCCOLI,0.872751,0.67
chicken stew,CHICKEN WITH BONE,0.85260403,3.25
red wine balsamic vinegar,WINE RED,0.85131407,1.02
cabernet sauvignon red wine,WINE RED,0.8183492,1.02
beef demi glace,BEEF WITH BONE,0.82666254,19.54
au jus gravy mix,KETCHUP,0.81571615,1.46
bouillabaisse,CAMEMBERT,0.8258865,7.55
rouille,CAMEMBERT,0.86521846,7.55
creme,PLUM,0.83603865,0.27
liverwurst sausage,PORK SAUSAGE,0.88071144,17.94
omelet,KETCHUP,0.8354658,1.46
frangipane,CAMEMBERT,0.8549027,7.55
burgundy red wine,WINE RED,0.9161031,1.02
beer white wine,WINE WHITE,0.8351147,0.74
robust red wine,WINE RED,0.84251934,1.02
haricot verts green bean,GREEN BEAN,0.9208464,0.73
pearlini mozzarella ball,MOZZARELLA,0.8175013,8.48
pastini,CAMEMBERT,0.86039823,7.55
callisons garlic herb,GARLIC,0.8618516,0.67
artisanal bread,BREAD WHOLE,0.8466581,0.78
wheat germ breadcrumb,WHOLE WHEAT FLOUR,0.882918,0.38
mezze penne pasta,PASTA,0.8796567,1.24
rom tomato lengthwise,TOMATO,0.82727414,0.48
bocconcini mozzarella cheese,CHEESE SEMIHARD,0.8202335,8.65
rotelli pasta,PASTA,0.8834399,1.24
butter lettuce mix,SOY YOGURT,0.8109842,1.36
tomato vine,TOMATO PEEL,0.9247562,1.28
bocconcini cheese,CHEESE SEMIHARD,0.8204648,8.65
zucchini tomato sauce,TOMATO CHOP,0.83469576,1.41
hearty red wine,WINE RED,0.86201584,1.02
chunk celery,CELERY,0.8957351,0.32
leaf green lettuce,GREEN BEAN,0.83514565,0.73
frisee lettuce leaf,LETTUCE,0.9095434,0.4
dandelion leaf,CAULIFLOWER,0.83246905,0.32
batavia lettuce,LETTUCE,0.92342716,0.4
chevre,PLAICE,0.8365575,6.13
sunflower seed kernel,SUNFLOWER SEED,0.9566386,1.16
san marzano tomato juice,TOMATO PUREE,0.8947674,1.17
olive oil canola,OLIVE OIL,0.9302415,3.84
pastina pasta,PASTA,0.9096288,1.24
purpose potato,POTATO,0.84001696,0.25
purpose apple,APPLE,0.8563092,0.31
mortadella sausage,PORK SAUSAGE,0.83766633,17.94
gnocchetti pasta,PASTA,0.8486433,1.24
ricotta cavatelli,RICOTTA,0.87342507,3.4
beef luncheon meat,BEEF WITH BONE,0.8655342,19.54
rib steak,BEEF WITH BONE,0.8690354,19.54
milk cracker crumb,WHOLEGRAIN CRACKER,0.84243697,0.99
vanilla butter nut flavor,CHOCOLATE CREAM COOKY,0.83703554,1.69
gammon,CARROB,0.87218946,1.1
beef dinner,BEEF WITH BONE,0.8499694,19.54
spinach farfalle pasta,PASTA,0.82556176,1.24
parmesan pecorino romano cheese,CHEESE SEMIHARD,0.8473649,8.65
bite broccoli floret,BROCCOLI,0.8229087,0.67
tortiglioni pasta,PASTA,0.8497981,1.24
san plum tomato,TOMATO ARRABBIATA,0.8210734,1.26
asiago cheese shaving,CHEESE SEMIHARD,0.84877545,8.65
romanesco cauliflower floret,CAULIFLOWER,0.8400892,0.32
herb garlic tomato sauce,TOMATO PEEL,0.82605916,1.28
variety mushroom,MUSHROOM,0.8352819,1.78
ricotta mixture,RICOTTA,0.8559246,3.4
individual vanilla sugar,VANILLA,0.82416314,4.3
milk buttermilk,SOY YOGURT,0.8510182,1.36
white rye flour,WHOLE WHEAT FLOUR,0.81302375,0.38
head cheese,CHEESE,0.9107079,11.87
beet green leaf,GREEN BEAN,0.9097234,0.73
coffee cake,COCOA CAKE,0.8469902,1.97
sandwich ham,BACON,0.84998703,4.03
spanish red wine,WINE RED,0.8853569,1.02
peach vodka,PEACH,0.8273054,0.43
knipla,HAKE,0.84539056,10.12
bacon end,BACON,0.9035133,4.03
pork sausage lengthwise,PORK SAUSAGE,0.9487264,17.94
colcannon,GHERKIN,0.8155778,0.23
beef brisket meat,BEEF WITH BONE,0.86581135,19.54
bread farls,BREAD WHOLE,0.90441763,0.78
yellow cheddar cheese,CHEESE SEMIHARD,0.8366715,8.65
decorating sugar,BEET SUGAR,0.8494397,0.89
vanilla sauce,VANILLA,0.86482847,4.3
plum butter,PLUM,0.8441156,0.27
artisan wheat bread,WHOLE WHEAT FLOUR,0.86710846,0.38
chicken demi glace,CHICKEN WITH BONE,0.81635886,3.25
tuscan olive oil,OLIVE OIL,0.89765865,3.84
pancetta salt pork,PORK HAM,0.8826099,7.93
beef cutlet,BEEF WITH BONE,0.90855145,19.54
polly o ricotta cheese,CHEESE SEMIHARD,0.87083274,8.65
tomato concasse see,TOMATO PUREE,0.951888,1.17
red bell pepper strip,RED CHILLI,0.8226427,0.8
meat loaf mix beef,BEEF WITH BONE,0.85934055,19.54
pork shoulder intact,PORK BONE FREE,0.85950994,5.79
cotechino sausage,PORK SAUSAGE,0.8649427,17.94
cottage cheese chive,CHEESE SEMIHARD,0.8851663,8.65
barolo red wine,WINE RED,0.92311895,1.02
carrot chunk,CARROT CAN,0.9459473,1.6
carnaroli arborio rice,RICE,0.824973,2.54
chablis white wine,WINE WHITE,0.88105,0.74
milk mozzarella cheese,YOGURT WHITE,0.8434251,2.1
arrowroot flour,MILLET FLOUR,0.8686526,1.37
chardonnay white wine,WINE WHITE,0.8369223,0.74
chicken pasta,CHICKEN WITH BONE,0.85034937,3.25
broccoli floweret,BROCCOLI,0.835551,0.67
cavatapi penne pasta,PASTA,0.8645246,1.24
castelvetrano olive,OLIVE,0.82113975,0.59
mozzarella provolone cheese,CHEESE SEMIHARD,0.85351324,8.65
pesto alfredo cream sauce,CHOCOLATE CREAM COOKY,0.82817554,1.69
garlic tomato,TOMATO PUREE,0.87803316,1.17
artichoke aioli see,ARTICHOKE,0.8701087,0.33
red chard,RED CHILLI,0.88587695,0.8
basket cheese,CHEESE,0.87291133,11.87
bulk turkey sausage,PORK SAUSAGE,0.8301273,17.94
tagliatelle pasta,PASTA,0.8735064,1.24
white spelt flour,WHOLE WHEAT FLOUR,0.8337651,0.38
vidalia,TANGERIN,0.8517144,0.38
mostaccioli,STRACCHINO,0.8656509,4.92
plum tomato crosswise,TOMATO PEEL,0.8192973,1.28
burgundy wine red,WINE RED,0.93719435,1.02
cotechino,QUINOA,0.84952134,0.96
olive oil brushing,OLIVE OIL,0.90110415,3.84
mozzarella balls,MOZZARELLA,0.8524286,8.48
tri spiral pasta,PASTA,0.8215966,1.24
ham pork hock,PORK HAM,0.97418946,7.93
button mushroom oil,MUSHROOM,0.83505523,1.78
chicken pork stock,CHICKEN WITH BONE,0.8564109,3.25
pecorino toscano cheese,CHEESE SEMIHARD,0.8236107,8.65
skin pork shoulder roast,PORK SAUSAGE,0.85888934,17.94
celery crosswise,CELERY,0.8539977,0.32
carrot crosswise,CARROT,0.8591217,0.23
cream extra creamy,CREAM,0.8212585,5.34
individual corn chip,CORN CAN,0.86656153,1.36
tostitos corn chip,CORN CAN,0.86876756,1.36
beef chorizo sausage,PORK SAUSAGE,0.853173,17.94
crisp corn tortilla,CORNFLAKES CEREAL,0.84843767,2.64
pinto like bean,BEAN FLOUR,0.83774346,1.32
chocolate soymilk,CHOCOLATE CREAM COOKY,0.86795515,1.69
white cheese dip,YOGURT WHITE,0.81545466,2.1
elpaso,QUINOA,0.8699814,0.96
red pepper more,RED CHILLI,0.84023154,0.8
sauce red pepper,RED CHILLI,0.81955326,0.8
pasta sauce enchilada,PASTA,0.83957756,1.24
beef taquitos chicken cheese,CHICKEN WITH BONE,0.82300985,3.25
chicken stock thigh,CHICKEN WITH BONE,0.8898802,3.25
pimento cheese,CHEESE,0.90805584,11.87
piloncillo sugar,BEET SUGAR,0.83627194,0.89
bean green chile,GREEN BEAN,0.87879246,0.73
pork tenderloin loin,PORK SAUSAGE,0.89028394,17.94
coconut green,COCONUT,0.86821413,1.78
poblano pepper each,PEPPER,0.82733166,0.58
hard chorizo sausage,PORK SAUSAGE,0.82115084,17.94
chocolate extract more vanilla,CHOCOLATE CREAM COOKY,0.8608403,1.69
corn juice,CORN CAN,0.9298135,1.36
plastic,SOLE,0.8123975,5.4
olive oil chicken,CHICKEN WITH BONE,0.8291148,3.25
pillsbury corn buttermilk biscuit,CORNFLAKES CEREAL,0.8728066,2.64
corn ingredient,CORN CAN,0.9366417,1.36
rosarita reg,MEGRIM,0.8178652,14.15
rotel chili fixins tomato,TOMATO CHOP,0.84000564,1.41
balsamic vinegar red wine ok,WINE RED,0.8578965,1.02
crust cheese pizza,CHEESE SEMIHARD,0.86795884,8.65
pork loin crosswise,PORK NECK,0.88764215,4.03
clamato juice e tomato combination,TOMATO ARRABBIATA,0.8928434,1.26
pasta egg wrap,EGG PASTA,0.9575499,3.19
bread nice,CRISPBREAD,0.8230203,1.36
link chorizo sausage,PORK SAUSAGE,0.8435658,17.94
crema cream ok,CREAM,0.81946814,5.34
tostitos cheese dip,CHEESE SEMIHARD,0.88961506,8.65
pita breadcrumb,BREAD MULTICEREAL,0.8734342,0.7
sea fillet,SEABASS,0.8872237,3.59
ro tel tomato cilantro,TOMATO ARRABBIATA,0.8671727,1.26
white corn chip,CORNFLAKES CEREAL,0.81247526,2.64
nacho cheese sauce,CHEESE SEMIHARD,0.8686391,8.65
pork butt steak,PORK WITH BONE,0.8797051,3.5
quorn mincemeat,SPINACH,0.819287,0.48
pork shoulder boston butt,PORK NECK,0.8584752,4.03
strawberry wine,STRAWBERRY JUICE,0.9226812,2.68
orange juice adjust,ORANGE JUICE,0.9537114,0.62
chicken taco meat,CHICKEN WITH BONE,0.8793447,3.25
pink grapefruit schnapps,CRANBERRY JUICE,0.8343617,2.88
pork prime rib roast,PORK SAUSAGE,0.864308,17.94
apricot jam preserve,APRICOT,0.85067284,0.36
beef skirt,BEEF WITH BONE,0.8284404,19.54
chocolate syrup cocoa sauce,CHOCOLATE CREAM COOKY,0.9228659,1.69
taco meat beef,BEEF WITH BONE,0.8815642,19.54
pork loin rib end,PORK HAM,0.8919859,7.93
sun tomato tortilla,TOMATO PEEL,0.8448898,1.28
chicken broth bouillon,CHICKEN WITH BONE,0.8514708,3.25
snook,PORBEAGLE,0.82063746,11.44
peanut butter ice cream,PEANUT BUTTER,0.8513292,1.15
cornbread twist dough,CORNFLAKES CEREAL,0.83080566,2.64
hibiscus tea,CRANBERRY,0.8139836,0.9
dozen corn husk,CORN CAN,0.8481317,1.36
milk dairy,COW MILK,0.842794,1.43
chicken breast cheat chunk,CHICKEN WITH BONE,0.8114625,3.25
sazon completo,GRANA PADANO,0.8514336,14.27
biscuit buttermilk,SOY YOGURT,0.8236336,1.36
vegetable oil tasting pork,PORK SAUSAGE,0.83781004,17.94
yellow cornbread mix jiffy corn muffin,CORNFLAKES CEREAL,0.83439887,2.64
delmonte tomato,TOMATO PUREE,0.9210103,1.17
pepper vinegar,PEPPER,0.86088073,0.58
beef pork roast,PORK SAUSAGE,0.878032,17.94
tostada cracker,WHOLEGRAIN CRACKER,0.8936766,0.99
campbell nacho cheese soup,CHEESE SEMIHARD,0.8449392,8.65
queso cheese sauce,CHEESE SEMIHARD,0.8778851,8.65
ribeyes steak,BEEF WITH BONE,0.86395776,19.54
chipotle chicken sausage,CHICKEN WITH BONE,0.84874237,3.25
chocolate sorbet,CHOCOLATE,0.9163641,6.6
cinnnamon,CAMEMBERT,0.84419674,7.55
caramel candy,ALMOND CHOCOLATE,0.82199025,4.8
shrimp soup,SHRIMP,0.8580582,11.95
natural cream,CREAM,0.84249127,5.34
el cheese taquitos,CHEESE SEMIHARD,0.8489079,8.65
queso panela cheese,CHEESE SEMIHARD,0.8713543,8.65
super corn,CORN CAN,0.8122791,1.36
extra corn,CORN CAN,0.90954065,1.36
water tomatillo,MUSSEL,0.8323645,0.94
bean creamy,BEAN FLOUR,0.82393456,1.32
bean red,RED CHILLI,0.81016386,0.8
tomatillo salmon meal,SALMON,0.8228163,3.8
brothy bean broth,MUNG BEAN FLOUR,0.87144876,1.49
dijon lemon vinaigrette,CRANBERRY JUICE,0.8108956,2.88
steak tenderloin,BEEF WITH BONE,0.82985836,19.54
yai garlic sauce,GARLIC,0.8530467,0.67
up orange juice,ORANGE JUICE,0.9766312,0.62
curtido,QUINOA,0.8232182,0.96
caldo chicken buillon seasoning,CHICKEN WITH BONE,0.8267005,3.25
fish haddock,SWARDFISH,0.8610041,12.84
bitter chocolate baking cocoa,CHOCOLATE CREAM COOKY,0.84072095,1.69
anjou pear cheese,PEAR JUICE,0.8432181,0.49
mung dal red lentil,RED CHILLI,0.8640449,0.8
tomato polenta,TOMATO PEEL,0.94913566,1.28
rice bean,BEAN FLOUR,0.856372,1.32
fideos cortes egg noodle,EGG PASTA,0.8924159,3.19
chicken beef tamale,CHICKEN WITH BONE,0.8487824,3.25
mincemeat lamb beef,BEEF WITH BONE,0.82302135,19.54
greek yogurt fage,YOGURT FLAVOUR,0.88603336,2.81
pork loin butt,PORK NECK,0.9330311,4.03
corn tortilla chip vegetable,CORNFLAKES CEREAL,0.8700328,2.64
coors beer,BEER IN GLASS,0.8343175,1.03
silk soy coffee creamer,COFFEE POWDER,0.83475196,0.33
corn mushroom,CORN CAN,0.8922895,1.36
crenshaw melon,MELON,0.8770778,0.56
casaba melon,MELON,0.87274724,0.56
seafood stock chicken,CHICKEN WITH BONE,0.8402859,3.25
marnier,CAMEMBERT,0.86096513,7.55
marie callender cornbread mix,CORNFLAKES CEREAL,0.8354299,2.64
nacho cheese flavor,CHEESE SEMIHARD,0.8763414,8.65
posole,CAMEMBERT,0.8650876,7.55
cornbread vegetable,CORNFLAKES CEREAL,0.8357697,2.64
percent cream,CREAM,0.8990111,5.34
mahi fish,FISH STICK,0.9094615,2.26
torta bread,BREAD WHOLE,0.89929277,0.78
cormick lime mayonnaise,MAYONNAISE,0.86832,2.04
del monte jalapeno pepper tomato,TOMATO ARRABBIATA,0.8239716,1.26
torta,QUINOA,0.8518946,0.96
green tomatillo sauce tomato,TOMATO CHOP,0.8390404,1.41
beef taquitos,BEEF WITH BONE,0.86984766,19.54
apple vodka,APPLE JUICE,0.83066046,2.84
tamale pork,PORK HAM,0.92479426,7.93
rum extract almond,ALMOND MILK,0.81528693,0.42
strawberry margarita mix,STRAWBERRY JUICE,0.9006048,2.68
campbell southwest nacho cheese soup,CHEESE SEMIHARD,0.83156395,8.65
corn right,CORN CAN,0.9207293,1.36
onion dip,ONION,0.8217371,0.24
taco sauce chicken,CHICKEN WITH BONE,0.8326456,3.25
hormel beef tamale,BEEF WITH BONE,0.8304,19.54
fish fillet total,FISH MIXED,0.8325613,4.01
yellow corn chip,CORNFLAKES CEREAL,0.81290823,2.64
carcass catfish,CATFISH,0.9142768,8.93
colby jack cheese jalapeno,CHEESE SEMIHARD,0.8304943,8.65
orange blossom,ORANGE,0.8171029,0.35
nacho corn chip,CORNFLAKES CEREAL,0.83721364,2.64
canela,MILLET,0.83634734,0.86
kellogg corn flake crumb,CORNFLAKES CEREAL,0.89992076,2.64
lard pork knuckle,PORK NECK,0.89694357,4.03
rib eye steak total,BEEF WITH BONE,0.8125264,19.54
cabrales cheese,CHEESE,0.8956196,11.87
chipotle cream,CHOCOLATE CREAM COOKY,0.8333284,1.69
pillsbury golden layer butter,HAZELNUT CREAM,0.81431603,2.71
cinnamon toast crunch cereal,CORNFLAKES CEREAL,0.85043293,2.64
cinnamon toast cereal,CORNFLAKES CEREAL,0.84059155,2.64
cranberry juice diet,CRANBERRY JUICE,0.9454496,2.88
meat venison,PORK WITH BONE,0.85331535,3.5
meat marinade,PORK WITH BONE,0.82660687,3.5
orange juice lime vinegar,ORANGE JUICE,0.8513856,0.62
red pepper orange,RED CHILLI,0.8481568,0.8
honey muffin,HAZELNUT CREAM,0.8234887,2.71
kahlua hazelnut,HAZELNUT,0.9189353,1.07
peach mango,PEACH,0.90754265,0.43
steak sirloin,BEEF WITH BONE,0.81860244,19.54
dark chocolate bar s,DARK CHOCOLATE,0.91957444,2.67
jalapeno cheese sauce,CHEESE SEMIHARD,0.8480644,8.65
mccormick garlic powder,GARLIC,0.8167292,0.67
banana pepper brine,BANANA,0.8114085,0.38
creme de peach liqueur,PEACH,0.8277388,0.43
kraft caramel topping,HAZELNUT CREAM,0.82763636,2.71
orange zest juice,ORANGE JUICE,0.95736504,0.62
market pantry reg ; chipotle mayonnaise,MAYONNAISE,0.82420915,2.04
